index,sid,text,normalized_text,polarity,file
41,rev-42,قابلیت هایی مانند USB Host،  گواهی PlayStation و همچنین قابلیت های مالتی مدیای خاص آن،  این تبلت را به یکی از بهترین تبلت های هانی کامبی موجود در بازار تبدیل کرده است.,قابلیت هایی مانند USB Host، گواهی PlayStation و همچنین قابلیت های مالتی مدیای خاص آن، این تبلت را به یکی از بهترین تبلت های هانی کامبی موجود در بازار تبدیل کرده است.,2,data/main/Sony S - 16GB.xml
1589,-,قبل از خريد فنون عکاسي رو ياد بگيريد.,قبل از خرید فنون عکاسی رو یاد بگیرید.,0,data/extra/Fujifilm FinePix F660EXR.xml
2,gr-4-3,قبل از خريد فنون عکاسي رو ياد بگيريد.,قبل از خرید فنون عکاسی رو یاد بگیرید.,0,data/main/Fujifilm FinePix F660EXR.xml
1704,-,قبل از همه چيز بايد بگم از خريد راحت و بسته بندي شکيل دي جي کالا بيشتر از خود دوربين خوشم اومد البته اينو بايد بگم که دليلش اينه که من قبل از خريد اين دوربين نيکون دي 7000 و کانن1100 و چند مدل ديگه رو تست کرده بودم و يه ذهنيت و انتظار بالايي داشتم اما از حق نگذريم به غير از باتريهاي قلمي و درپوش باتري و رم که کمي آزار دهنده است همه چيزش قابل قبوله (با توجه به قيمت),قبل از همه چیز باید بگم از خرید راحت و بسته بندی شکیل دی جی کالا بیشتر از خود دوربین خوشم اومد البته اینو باید بگم که دلیلش اینه که من قبل از خرید این دوربین نیکون دی 7000 و کانن1100 و چند مدل دیگه رو تست کرده بودم و یه ذهنیت و انتظار بالایی داشتم اما از حق نگذریم به غیر از باتریهای قلمی و درپوش باتری و رم که کمی آزار دهنده است همه چیزش قابل قبوله (با توجه به قیمت),1,data/extra/Fujifilm Finepix S3200_Hosseini.xml
0,gr-19-1,قبل از همه چيز بايد بگم از خريد راحت و بسته بندي شکيل دي جي کالا بيشتر از خود دوربين خوشم اومد البته اينو بايد بگم که دليلش اينه که من قبل از خريد اين دوربين نيکون دي 7000 و کانن1100 و چند مدل ديگه رو تست کرده بودم و يه ذهنيت و انتظار بالايي داشتم اما از حق نگذريم به غير از باتريهاي قلمي و درپوش باتري و رم که کمي آزار دهنده است همه چيزش قابل قبوله (با توجه به قيمت),قبل از همه چیز باید بگم از خرید راحت و بسته بندی شکیل دی جی کالا بیشتر از خود دوربین خوشم اومد البته اینو باید بگم که دلیلش اینه که من قبل از خرید این دوربین نیکون دی 7000 و کانن1100 و چند مدل دیگه رو تست کرده بودم و یه ذهنیت و انتظار بالایی داشتم اما از حق نگذریم به غیر از باتریهای قلمی و درپوش باتری و رم که کمی آزار دهنده است همه چیزش قابل قبوله (با توجه به قیمت),1,data/main/Fujifilm Finepix S3200.xml
6997,-,قبل‌تر و در نقد و بررسی برادر بزرگ‌تر این تبلت یعنی Note 10.1 در مورد قابلیت لمس شناور توضیح دادیم،  بر طبق این قابلیت،  شما برای اینکه به دستگاه بفهمانید که به کدام نقطه اشاره می‌کنید لازم نیست که حتما آن‌را لمس نمایید و با مقداری فاصله نیز دستورات را درک می‌نماید.,قبل تر و در نقد و بررسی برادر بزرگ تر این تبلت یعنی Note 10.1 در مورد قابلیت لمس شناور توضیح دادیم، بر طبق این قابلیت، شما برای اینکه به دستگاه بفهمانید که به کدام نقطه اشاره می کنید لازم نیست که حتما آن را لمس نمایید و با مقداری فاصله نیز دستورات را درک می نماید.,0,data/extra/Samsung Galaxy Note N5100 - 16GB_Hosseini.xml
40,rev-41,قبل‌تر و در نقد و بررسی برادر بزرگ‌تر این تبلت یعنی Note 10.1 در مورد قابلیت لمس شناور توضیح دادیم،  بر طبق این قابلیت،  شما برای اینکه به دستگاه بفهمانید که به کدام نقطه اشاره می‌کنید لازم نیست که حتما آن‌را لمس نمایید و با مقداری فاصله نیز دستورات را درک می‌نماید.,قبل تر و در نقد و بررسی برادر بزرگ تر این تبلت یعنی Note 10.1 در مورد قابلیت لمس شناور توضیح دادیم، بر طبق این قابلیت، شما برای اینکه به دستگاه بفهمانید که به کدام نقطه اشاره می کنید لازم نیست که حتما آن را لمس نمایید و با مقداری فاصله نیز دستورات را درک می نماید.,0,data/main/Samsung Galaxy Note N5100 - 16GB.xml
13162,-,قدرت بلندگوی این گوشی بسیار زیاد است به همین حتی در فضاهای شلوغ به راحتی می‌توانید صدای زنگ خوردن گوشی خود را بشنوید.,قدرت بلندگوی این گوشی بسیار زیاد است به همین حتی در فضاهای شلوغ به راحتی می توانید صدای زنگ خوردن گوشی خود را بشنوید.,1,data/extra/Sony Ericsson Xperia Ray_Hosseini.xml
22,rev-23,قدرت بلندگوی این گوشی بسیار زیاد است به همین حتی در فضاهای شلوغ به راحتی می‌توانید صدای زنگ خوردن گوشی خود را بشنوید.,قدرت بلندگوی این گوشی بسیار زیاد است به همین حتی در فضاهای شلوغ به راحتی می توانید صدای زنگ خوردن گوشی خود را بشنوید.,1,data/main/Sony Ericsson Xperia Ray.xml
2325,-,قدرت سخت افزاری مناسب آن،  برای اجرای اکثر پردازش‌ها کافیست.,قدرت سخت افزاری مناسب آن، برای اجرای اکثر پردازش ها کافیست.,1,data/extra/LG Optimus True HD LTE P936_Hosseini.xml
30,rev-31,قدرت سخت افزاری مناسب آن،  برای اجرای اکثر پردازش‌ها کافیست.,قدرت سخت افزاری مناسب آن، برای اجرای اکثر پردازش ها کافیست.,1,data/main/LG Optimus True HD LTE P936.xml
11538,-,قدرت واقعی N43SM در زیر بدنه‌ی آن قرار دارد.,قدرت واقعی N43SM در زیر بدنه ی آن قرار دارد.,0,data/extra/Asus N43SM-C_Hosseini.xml
11,rev-12,قدرت واقعی N43SM در زیر بدنه‌ی آن قرار دارد.,قدرت واقعی N43SM در زیر بدنه ی آن قرار دارد.,0,data/main/Asus N43SM-C.xml
13118,-,قسمت اصلی نرم افزاری که لازم است به آن اشاره کنیم،  مرورگر اینترنتی Transformer Pad Infinity است که واقعا یک مرورگر اینترنتی بی نقص است.,قسمت اصلی نرم افزاری که لازم است به آن اشاره کنیم، مرورگر اینترنتی Transformer Pad Infinity است که واقعا یک مرورگر اینترنتی بی نقص است.,1,data/extra/Asus Transformer Pad Infinity TF700T 64GB + Dock_Hosseini.xml
46,rev-47,قسمت اصلی نرم افزاری که لازم است به آن اشاره کنیم،  مرورگر اینترنتی Transformer Pad Infinity است که واقعا یک مرورگر اینترنتی بی نقص است.,قسمت اصلی نرم افزاری که لازم است به آن اشاره کنیم، مرورگر اینترنتی Transformer Pad Infinity است که واقعا یک مرورگر اینترنتی بی نقص است.,1,data/main/Asus Transformer Pad Infinity TF700T 64GB + Dock.xml
13079,-,قسمت جلویی تبلت به طور کامل توسط صفحه نمایش 10.1 اینچی و قاب ضخیم آن اشغال شده است.,قسمت جلویی تبلت به طور کامل توسط صفحه نمایش 10.1 اینچی و قاب ضخیم آن اشغال شده است.,0,data/extra/Asus Transformer Pad Infinity TF700T 64GB + Dock_Hosseini.xml
7,rev-8,قسمت جلویی تبلت به طور کامل توسط صفحه نمایش 10.1 اینچی و قاب ضخیم آن اشغال شده است.,قسمت جلویی تبلت به طور کامل توسط صفحه نمایش 10.1 اینچی و قاب ضخیم آن اشغال شده است.,0,data/main/Asus Transformer Pad Infinity TF700T 64GB + Dock.xml
11530,-,قسمت پشت نمایشگر از جنس آلومینیوم خش‌دار و به رنگ نقره‌ای ساخته شده و دیگر قسمت‌ها‌ی بدنه نیز ترکیب رنگی زیبایی از سایه‌ها‌ی مشکی دارند.,قسمت پشت نمایشگر از جنس آلومینیوم خش دار و به رنگ نقره ای ساخته شده و دیگر قسمت ها ی بدنه نیز ترکیب رنگی زیبایی از سایه ها ی مشکی دارند.,1,data/extra/Asus N43SM-C_Hosseini.xml
3,rev-4,قسمت پشت نمایشگر از جنس آلومینیوم خش‌دار و به رنگ نقره‌ای ساخته شده و دیگر قسمت‌ها‌ی بدنه نیز ترکیب رنگی زیبایی از سایه‌ها‌ی مشکی دارند.,قسمت پشت نمایشگر از جنس آلومینیوم خش دار و به رنگ نقره ای ساخته شده و دیگر قسمت ها ی بدنه نیز ترکیب رنگی زیبایی از سایه ها ی مشکی دارند.,1,data/main/Asus N43SM-C.xml
3387,-,قطر 10 میلی متری آن در برابر 7.6 میلی متر آیفون 5 یا 8.6 میلی متر گلکسی اس 3 مقداری آنرا قطور نموده است.,قطر 10 میلی متری آن در برابر 7.6 میلی متر آیفون 5 یا 8.6 میلی متر گلکسی اس 3 مقداری آنرا قطور نموده است.,-1,data/extra/HTC Windows Phone 8X_Hosseini.xml
7,rev-8,قطر 10 میلی متری آن در برابر 7.6 میلی متر آیفون 5 یا 8.6 میلی متر گلکسی اس 3 مقداری آنرا قطور نموده است.,قطر 10 میلی متری آن در برابر 7.6 میلی متر آیفون 5 یا 8.6 میلی متر گلکسی اس 3 مقداری آنرا قطور نموده است.,-1,data/main/HTC Windows Phone 8X.xml
1503,-,قطع به یقین تا به حال مدل‌های مختلف این دستگاه‌ها را دیده‌اید و یا حتی با آن‌ها کار کرده‌اید.,قطع به یقین تا به حال مدل های مختلف این دستگاه ها را دیده اید و یا حتی با آن ها کار کرده اید.,0,data/extra/Canon Pixma MX374_Hosseini.xml
1,rev-2,قطع به یقین تا به حال مدل‌های مختلف این دستگاه‌ها را دیده‌اید و یا حتی با آن‌ها کار کرده‌اید.,قطع به یقین تا به حال مدل های مختلف این دستگاه ها را دیده اید و یا حتی با آن ها کار کرده اید.,0,data/main/Canon Pixma MX374.xml
114,-,قلم Rubberdium همراه با Optimus VU،  یک قلم نیز ارائه گردیده که ال جی آن‌را Rubberdium نامیده است.,قلم Rubberdium همراه با Optimus VU، یک قلم نیز ارائه گردیده که ال جی آن را Rubberdium نامیده است.,0,data/extra/LG Optimus Vu P895_Hosseini.xml
26,rev-27,قلم Rubberdium همراه با Optimus VU،  یک قلم نیز ارائه گردیده که ال جی آن‌را Rubberdium نامیده است.,قلم Rubberdium همراه با Optimus VU، یک قلم نیز ارائه گردیده که ال جی آن را Rubberdium نامیده است.,0,data/main/LG Optimus Vu P895.xml
1553,-,قیمت این کارتریج‌ها به نسبت زیاد است و این مورد شاید کمی ناراحت کننده باشد.,قیمت این کارتریج ها به نسبت زیاد است و این مورد شاید کمی ناراحت کننده باشد.,-1,data/extra/Canon Pixma MX374_Hosseini.xml
51,rev-52,قیمت این کارتریج‌ها به نسبت زیاد است و این مورد شاید کمی ناراحت کننده باشد.,قیمت این کارتریج ها به نسبت زیاد است و این مورد شاید کمی ناراحت کننده باشد.,-1,data/main/Canon Pixma MX374.xml
1556,-,قیمت بسیار مناسب آن در مقابل امکاناتی که در اختیار شما قرار می‌دهد توانسته Pixma MX374 را در بین پرینترهای چندکاره ها جزو به صرفه‌ترین و مناسب‌ترین دستگاه‌ها قرار دهد.,قیمت بسیار مناسب آن در مقابل امکاناتی که در اختیار شما قرار می دهد توانسته Pixma MX374 را در بین پرینترهای چندکاره ها جزو به صرفه ترین و مناسب ترین دستگاه ها قرار دهد.,2,data/extra/Canon Pixma MX374_Hosseini.xml
54,rev-55,قیمت بسیار مناسب آن در مقابل امکاناتی که در اختیار شما قرار می‌دهد توانسته Pixma MX374 را در بین پرینترهای چندکاره ها جزو به صرفه‌ترین و مناسب‌ترین دستگاه‌ها قرار دهد.,قیمت بسیار مناسب آن در مقابل امکاناتی که در اختیار شما قرار می دهد توانسته Pixma MX374 را در بین پرینترهای چندکاره ها جزو به صرفه ترین و مناسب ترین دستگاه ها قرار دهد.,2,data/main/Canon Pixma MX374.xml
11716,-,قيمت مناسب، اندازه‌ي کوچک، طراحي شيک و جمع‌و‌جور، کيفيت ساخت خوب,قیمت مناسب، اندازه ی کوچک، طراحی شیک و جمع و جور، کیفیت ساخت خوب,2,data/extra/Western Digital Portable My Passport - 1TB.xml
777,-,قيمت مناسب، اندازه ي کوچک، طراحي شيک و جمع و جور، کيفيت ساخت خوب,قیمت مناسب، اندازه ی کوچک، طراحی شیک و جمع و جور، کیفیت ساخت خوب,2,data/extra/Western Digital Portable My Passport - 1TB_Hosseini.xml
0,gr-5-1,قيمت مناسب، اندازه ي کوچک، طراحي شيک و جمع و جور، کيفيت ساخت خوب,قیمت مناسب، اندازه ی کوچک، طراحی شیک و جمع و جور، کیفیت ساخت خوب,2,data/main/Western Digital Portable My Passport - 1TB.xml
7003,-,لازم به ذکر است که Note 8 در دو ظرفیت 16 و 32 گیگابایتی تولید گردیده که البته آن‌ها نیز قابلیت پشتیبانی از کارت حافظه microSD را دارند،  بنابراین هیچ نگرانی بابت حافظه جهت ذخیره اطلاعات نخواهید داشت.,لازم به ذکر است که Note 8 در دو ظرفیت 16 و 32 گیگابایتی تولید گردیده که البته آن ها نیز قابلیت پشتیبانی از کارت حافظه microSD را دارند، بنابراین هیچ نگرانی بابت حافظه جهت ذخیره اطلاعات نخواهید داشت.,1,data/extra/Samsung Galaxy Note N5100 - 16GB_Hosseini.xml
46,rev-47,لازم به ذکر است که Note 8 در دو ظرفیت 16 و 32 گیگابایتی تولید گردیده که البته آن‌ها نیز قابلیت پشتیبانی از کارت حافظه microSD را دارند،  بنابراین هیچ نگرانی بابت حافظه جهت ذخیره اطلاعات نخواهید داشت.,لازم به ذکر است که Note 8 در دو ظرفیت 16 و 32 گیگابایتی تولید گردیده که البته آن ها نیز قابلیت پشتیبانی از کارت حافظه microSD را دارند، بنابراین هیچ نگرانی بابت حافظه جهت ذخیره اطلاعات نخواهید داشت.,1,data/main/Samsung Galaxy Note N5100 - 16GB.xml
4008,-,لازم به ذکر است که Sony S بطور کامل از زبان فارسی پشتیبانی میکند.,لازم به ذکر است که Sony S بطور کامل از زبان فارسی پشتیبانی میکند.,0,data/extra/Sony S - 16GB_Hosseini.xml
24,rev-25,لازم به ذکر است که Sony S بطور کامل از زبان فارسی پشتیبانی میکند.,لازم به ذکر است که Sony S بطور کامل از زبان فارسی پشتیبانی میکند.,0,data/main/Sony S - 16GB.xml
13120,-,لازم به ذکر است که از منوی Notifications این تبلت،  می‌توان بین سه حالت روشنایی صفحه نمایش یعنی Standard IPS،  Super IPS+ و حالت Power Saving سوییچ کنید.,لازم به ذکر است که از منوی Notifications این تبلت، می توان بین سه حالت روشنایی صفحه نمایش یعنی Standard IPS، Super IPS+ و حالت Power Saving سوییچ کنید.,0,data/extra/Asus Transformer Pad Infinity TF700T 64GB + Dock_Hosseini.xml
48,rev-49,لازم به ذکر است که از منوی Notifications این تبلت،  می‌توان بین سه حالت روشنایی صفحه نمایش یعنی Standard IPS،  Super IPS+ و حالت Power Saving سوییچ کنید.,لازم به ذکر است که از منوی Notifications این تبلت، می توان بین سه حالت روشنایی صفحه نمایش یعنی Standard IPS، Super IPS+ و حالت Power Saving سوییچ کنید.,0,data/main/Asus Transformer Pad Infinity TF700T 64GB + Dock.xml
13083,-,لازم به ذکر است که ایسوس دلیل  اصلی قرار دادن این نوار پلاستیکی را،  بهبود کیفیت Wi-Fi و GPS دستگاه اعلام کرده است.,لازم به ذکر است که ایسوس دلیل اصلی قرار دادن این نوار پلاستیکی را، بهبود کیفیت Wi-Fi و GPS دستگاه اعلام کرده است.,0,data/extra/Asus Transformer Pad Infinity TF700T 64GB + Dock_Hosseini.xml
11,rev-12,لازم به ذکر است که ایسوس دلیل  اصلی قرار دادن این نوار پلاستیکی را،  بهبود کیفیت Wi-Fi و GPS دستگاه اعلام کرده است.,لازم به ذکر است که ایسوس دلیل اصلی قرار دادن این نوار پلاستیکی را، بهبود کیفیت Wi-Fi و GPS دستگاه اعلام کرده است.,0,data/main/Asus Transformer Pad Infinity TF700T 64GB + Dock.xml
13091,-,لازم به ذکر است که داخل این کیبورد،  یک باتری بسیار قدرتمند نیز وجود دارد و هنگامی که Infinity را به کیبورد متصل می‌کنید،  طول عمر باتری دستگاه به دو برابر افزایش می‌یابد که در ادامه بیشتر در این رابطه توضیح خواهیم داد.,لازم به ذکر است که داخل این کیبورد، یک باتری بسیار قدرتمند نیز وجود دارد و هنگامی که Infinity را به کیبورد متصل می کنید، طول عمر باتری دستگاه به دو برابر افزایش می یابد که در ادامه بیشتر در این رابطه توضیح خواهیم داد.,2,data/extra/Asus Transformer Pad Infinity TF700T 64GB + Dock_Hosseini.xml
19,rev-20,لازم به ذکر است که داخل این کیبورد،  یک باتری بسیار قدرتمند نیز وجود دارد و هنگامی که Infinity را به کیبورد متصل می‌کنید،  طول عمر باتری دستگاه به دو برابر افزایش می‌یابد که در ادامه بیشتر در این رابطه توضیح خواهیم داد.,لازم به ذکر است که داخل این کیبورد، یک باتری بسیار قدرتمند نیز وجود دارد و هنگامی که Infinity را به کیبورد متصل می کنید، طول عمر باتری دستگاه به دو برابر افزایش می یابد که در ادامه بیشتر در این رابطه توضیح خواهیم داد.,2,data/main/Asus Transformer Pad Infinity TF700T 64GB + Dock.xml
9600,-,لازم به ذکر است که سری G580 دارای Wi-Fi با استاندارد 802.11 b/g/n بوده و از بلوتوث نسخه 3.0 نیز پشتیبانی می‌کند.,لازم به ذکر است که سری G580 دارای Wi-Fi با استاندارد 802.11 b/g/n بوده و از بلوتوث نسخه 3.0 نیز پشتیبانی می کند.,0,data/extra/IBM Lenovo Essential G580-J_Hosseini.xml
13,rev-14,لازم به ذکر است که سری G580 دارای Wi-Fi با استاندارد 802.11 b/g/n بوده و از بلوتوث نسخه 3.0 نیز پشتیبانی می‌کند.,لازم به ذکر است که سری G580 دارای Wi-Fi با استاندارد 802.11 b/g/n بوده و از بلوتوث نسخه 3.0 نیز پشتیبانی می کند.,0,data/main/IBM Lenovo Essential G580-J.xml
2691,-,لازم به ذکر است که صفحه کلید 4540s در برابر نفوذ مایعات مقاوم است.,لازم به ذکر است که صفحه کلید 4540s در برابر نفوذ مایعات مقاوم است.,1,data/extra/HP ProBook 4540s-A_Hosseini.xml
28,rev-29,لازم به ذکر است که صفحه کلید 4540s در برابر نفوذ مایعات مقاوم است.,لازم به ذکر است که صفحه کلید 4540s در برابر نفوذ مایعات مقاوم است.,1,data/main/HP_ProBook_4540s-A.xml
1268,-,لازم به ذکر است که نتایج بدست آمده،  حاصل آزمایش‌های متخصصان آناندتک می‌باشد و نتایج اعلامی از طرف کمپانی اپل نیستند!,لازم به ذکر است که نتایج بدست آمده، حاصل آزمایش های متخصصان آناندتک می باشد و نتایج اعلامی از طرف کمپانی اپل نیستند!,0,data/extra/Apple iPhone 5 - 16GB_Hosseini.xml
6795,-,لازم به ذکر است که نتایج بدست آمده، حاصل آزمایش‌های متخصصان آناندتک می‌باشد و نتایج اعلامی از طرف کمپانی اپل نیستند!,لازم به ذکر است که نتایج بدست آمده، حاصل آزمایش های متخصصان آناندتک می باشد و نتایج اعلامی از طرف کمپانی اپل نیستند!,0,data/extra/Apple iPhone 5 - 64GB.xml
70,rev-71,لازم به ذکر است که نتایج بدست آمده،  حاصل آزمایش‌های متخصصان آناندتک می‌باشد و نتایج اعلامی از طرف کمپانی اپل نیستند!,لازم به ذکر است که نتایج بدست آمده، حاصل آزمایش های متخصصان آناندتک می باشد و نتایج اعلامی از طرف کمپانی اپل نیستند!,0,data/main/Apple iPhone 5 - 16GB.xml
3989,-,لبه جلویی آن بسیار نازک است ولی در قسمت بالایی آن ضخیم تر می شود.,لبه جلویی آن بسیار نازک است ولی در قسمت بالایی آن ضخیم تر می شود.,0,data/extra/Sony S - 16GB_Hosseini.xml
5,rev-6,لبه جلویی آن بسیار نازک است ولی در قسمت بالایی آن ضخیم تر می شود.,لبه جلویی آن بسیار نازک است ولی در قسمت بالایی آن ضخیم تر می شود.,0,data/main/Sony S - 16GB.xml
2674,-,لبه جلویی دستگاه شامل ورودی و خروجی صوتی و یک کارت خوان چهار کاره می‌باشد.,لبه جلویی دستگاه شامل ورودی و خروجی صوتی و یک کارت خوان چهار کاره می باشد.,0,data/extra/HP ProBook 4540s-A_Hosseini.xml
11,rev-12,لبه جلویی دستگاه شامل ورودی و خروجی صوتی و یک کارت خوان چهار کاره می‌باشد.,لبه جلویی دستگاه شامل ورودی و خروجی صوتی و یک کارت خوان چهار کاره می باشد.,0,data/main/HP_ProBook_4540s-A.xml
2669,-,لبه های لپ‌تاپ کاملا انحنا داشته و این امر کمک قابل توجهی به کار کردن و حمل و نقل لپ‌تاپ می‌کند.,لبه های لپ تاپ کاملا انحنا داشته و این امر کمک قابل توجهی به کار کردن و حمل و نقل لپ تاپ می کند.,1,data/extra/HP ProBook 4540s-A_Hosseini.xml
6,rev-7,لبه های لپ‌تاپ کاملا انحنا داشته و این امر کمک قابل توجهی به کار کردن و حمل و نقل لپ‌تاپ می‌کند.,لبه های لپ تاپ کاملا انحنا داشته و این امر کمک قابل توجهی به کار کردن و حمل و نقل لپ تاپ می کند.,1,data/main/HP_ProBook_4540s-A.xml
1415,-,لرزش دست رو به بهترين حالت ميگيره,لرزش دست رو به بهترین حالت میگیره,2,data/extra/Sony HDR-XR550_Hosseini.xml
5,gr-3-6,لرزش دست رو به بهترين حالت ميگيره,لرزش دست رو به بهترین حالت میگیره,2,data/main/Sony HDR-XR550.xml
1077,-,لنز ZS6 خیلی لنز خوبی است به طوری که کمینه ی فاصله ی کانونی آن 26 میلی متر می باشد که در این حال میدان دید خیلی گسترده ای را می تواند در یک میدان دید پوشش دهد.,لنز ZS6 خیلی لنز خوبی است به طوری که کمینه ی فاصله ی کانونی آن 26 میلی متر می باشد که در این حال میدان دید خیلی گسترده ای را می تواند در یک میدان دید پوشش دهد.,2,data/extra/Casio Exilim EX-ZS6_Hosseini.xml
5,rev-6,لنز ZS6 خیلی لنز خوبی است به طوری که کمینه ی فاصله ی کانونی آن 26 میلی متر می باشد که در این حال میدان دید خیلی گسترده ای را می تواند در یک میدان دید پوشش دهد.,لنز ZS6 خیلی لنز خوبی است به طوری که کمینه ی فاصله ی کانونی آن 26 میلی متر می باشد که در این حال میدان دید خیلی گسترده ای را می تواند در یک میدان دید پوشش دهد.,2,data/main/Casio Exilim EX-ZS6.xml
4046,-,لنز این دوربین فاصله‌ی کانونی 28-140 میلی متر را پوشش می‌دهد که توانایی زوم 5 برابر را فراهم می‌آورد.,لنز این دوربین فاصله ی کانونی 28-140 میلی متر را پوشش می دهد که توانایی زوم 5 برابر را فراهم می آورد.,0,data/extra/Canon PowerShot A3400 IS_Hosseini.xml
20,rev-21,لنز این دوربین فاصله‌ی کانونی 28-140 میلی متر را پوشش می‌دهد که توانایی زوم 5 برابر را فراهم می‌آورد.,لنز این دوربین فاصله ی کانونی 28-140 میلی متر را پوشش می دهد که توانایی زوم 5 برابر را فراهم می آورد.,0,data/main/Canon PowerShot A3400 IS.xml
2630,-,لنز این دوربین مقداری با لنز مدل پیشین یعنی CX700v متفاوت است.,لنز این دوربین مقداری با لنز مدل پیشین یعنی CX700v متفاوت است.,0,data/extra/Sony HDR PJ710v_Hosseini.xml
3,rev-4,لنز این دوربین مقداری با لنز مدل پیشین یعنی CX700v متفاوت است.,لنز این دوربین مقداری با لنز مدل پیشین یعنی CX700v متفاوت است.,0,data/main/Sony HDR PJ710v.xml
1420,-,لنز وايد ،  از کجا ميشه تهيه کرد و قيمتش حدودا چقده؟,لنز واید ، از کجا میشه تهیه کرد و قیمتش حدودا چقده؟,0,data/extra/Sony HDR-XR550_Hosseini.xml
1,gr-7-2,لنز وايد ،  از کجا ميشه تهيه کرد و قيمتش حدودا چقده؟,لنز واید ، از کجا میشه تهیه کرد و قیمتش حدودا چقده؟,0,data/main/Sony HDR-XR550.xml
12380,-,لنزی که بر روی P520 استفاده شده دقیقا همانی است که بر روی مدل پیشین هم وجود داشت.,لنزی که بر روی P520 استفاده شده دقیقا همانی است که بر روی مدل پیشین هم وجود داشت.,0,data/extra/Nikon Coolpix P520_Hosseini.xml
8,rev-9,لنزی که بر روی P520 استفاده شده دقیقا همانی است که بر روی مدل پیشین هم وجود داشت.,لنزی که بر روی P520 استفاده شده دقیقا همانی است که بر روی مدل پیشین هم وجود داشت.,0,data/main/Nikon Coolpix P520.xml
9594,-,لولاها نیز بسیار با کیفیت هستند و به راحتی صفحه نمایش را در جای خود محکم نگاه می‌دارند.,لولاها نیز بسیار با کیفیت هستند و به راحتی صفحه نمایش را در جای خود محکم نگاه می دارند.,1,data/extra/IBM Lenovo Essential G580-J_Hosseini.xml
7,rev-8,لولاها نیز بسیار با کیفیت هستند و به راحتی صفحه نمایش را در جای خود محکم نگاه می‌دارند.,لولاها نیز بسیار با کیفیت هستند و به راحتی صفحه نمایش را در جای خود محکم نگاه می دارند.,1,data/main/IBM Lenovo Essential G580-J.xml
2257,-,لولاها و چارچوب لپ‌تاپ بسیار مقاوم ساخته شده و به راحتی می‌توانند ضربات کوچک ایجاد شده،  مصارف روزمره را تحمل کرده و دچار خمش یا پیچش نخواهند شد.,لولاها و چارچوب لپ تاپ بسیار مقاوم ساخته شده و به راحتی می توانند ضربات کوچک ایجاد شده، مصارف روزمره را تحمل کرده و دچار خمش یا پیچش نخواهند شد.,2,data/extra/Acer Aspire E1-531-B9602G50Maks_Hosseini.xml
2,rev-3,لولاها و چارچوب لپ‌تاپ بسیار مقاوم ساخته شده و به راحتی می‌توانند ضربات کوچک ایجاد شده،  مصارف روزمره را تحمل کرده و دچار خمش یا پیچش نخواهند شد.,لولاها و چارچوب لپ تاپ بسیار مقاوم ساخته شده و به راحتی می توانند ضربات کوچک ایجاد شده، مصارف روزمره را تحمل کرده و دچار خمش یا پیچش نخواهند شد.,2,data/main/Acer Aspire E1-531-B9602G50Maks.xml
1426,-,ما اين دوربين رو داريم به نظر من کساني که اين دوربين رو ندارند نظر ندهند بهتره در عکس هاي اين دوربين هيچ گونه سايه اي وجود ندارد فکر مردم رو الکي مشغول نکنيد.,ما این دوربین رو داریم به نظر من کسانی که این دوربین رو ندارند نظر ندهند بهتره در عکس های این دوربین هیچ گونه سایه ای وجود ندارد فکر مردم رو الکی مشغول نکنید.,0,data/extra/Sony HDR-XR550_Hosseini.xml
0,gr-12-1,ما اين دوربين رو داريم به نظر من کساني که اين دوربين رو ندارند نظر ندهند بهتره در عکس هاي اين دوربين هيچ گونه سايه اي وجود ندارد فکر مردم رو الکي مشغول نکنيد.,ما این دوربین رو داریم به نظر من کسانی که این دوربین رو ندارند نظر ندهند بهتره در عکس های این دوربین هیچ گونه سایه ای وجود ندارد فکر مردم رو الکی مشغول نکنید.,0,data/main/Sony HDR-XR550.xml
1519,-,مات بودن رنگ این دستگاه باعث می‌شود که هنگام کار با آن اثر انگشتتان رویش نماند و گرد و خاک بر رویش مشاهده نشود.,مات بودن رنگ این دستگاه باعث می شود که هنگام کار با آن اثر انگشتتان رویش نماند و گرد و خاک بر رویش مشاهده نشود.,0,data/extra/Canon Pixma MX374_Hosseini.xml
17,rev-18,مات بودن رنگ این دستگاه باعث می‌شود که هنگام کار با آن اثر انگشتتان رویش نماند و گرد و خاک بر رویش مشاهده نشود.,مات بودن رنگ این دستگاه باعث می شود که هنگام کار با آن اثر انگشتتان رویش نماند و گرد و خاک بر رویش مشاهده نشود.,0,data/main/Canon Pixma MX374.xml
7779,-,متأسفانه عکس‌های گرفته شده با دوربین این تبلت از کیفیت رضایت بخشی برخوردار نیستند.,متأسفانه عکس های گرفته شده با دوربین این تبلت از کیفیت رضایت بخشی برخوردار نیستند.,-1,data/extra/Samsung Galaxy Tab 2 7.0 P3100 - 16GB_Hosseini.xml
31,rev-32,متأسفانه عکس‌های گرفته شده با دوربین این تبلت از کیفیت رضایت بخشی برخوردار نیستند.,متأسفانه عکس های گرفته شده با دوربین این تبلت از کیفیت رضایت بخشی برخوردار نیستند.,-1,data/main/Samsung Galaxy Tab 2 7.0 P3100 - 16GB.xml
