index,sid,text,normalized_text,polarity,file
2914,-,من اينو دارم و ميخواهم بگم عاليه به تمام معنا و فوق العادست اگه پولشو دارين حتما يکي بگيرين,من اینو دارم و میخواهم بگم عالیه به تمام معنا و فوق العادست اگه پولشو دارین حتما یکی بگیرین,1,data/extra/Apple MacBook Pro With Retina Display-B.xml
0,gr-10-1,من اينو دارم و ميخواهم بگم عاليه به تمام معنا و فوق العادست اگه پولشو دارين حتما يکي بگيرين,من اینو دارم و میخواهم بگم عالیه به تمام معنا و فوق العادست اگه پولشو دارین حتما یکی بگیرین,2,data/main/Apple MacBook Pro With Retina Display-B.xml
0,gr-17-1,من فقط از نداشتن امکان اتصال سيم کارت و استفاده از GPRS ناراحت بودم که خدارو شکر اين مشکل در اين مدل حل شده و واقعا اين تبلت حرف نداره .,من فقط از نداشتن امکان اتصال سیم کارت و استفاده از GPRS ناراحت بودم که خدارو شکر این مشکل در این مدل حل شده و واقعا این تبلت حرف نداره .,1,data/main/Asus Google Nexus 7 3G - 32GB.xml
10394,-,من فقط از نداشتن امکان اتصال سيم کارت و استفاده از GPRS ناراحت بودم که خدارو شکر اين مشکل در اين مدل حل شده و واقعا اين تبلت حرف نداره .,من فقط از نداشتن امکان اتصال سیم کارت و استفاده از GPRS ناراحت بودم که خدارو شکر این مشکل در این مدل حل شده و واقعا این تبلت حرف نداره .,2,data/extra/Asus Google Nexus 7 3G - 32GB.xml
1598,-,من نميدونم فوجي فيلم چي رو داره تغيير ميده.,من نمیدونم فوجی فیلم چی رو داره تغییر میده.,-1,data/extra/Fujifilm FinePix F660EXR.xml
0,gr-7-1,من نميدونم فوجي فيلم چي رو داره تغيير ميده.,من نمیدونم فوجی فیلم چی رو داره تغییر میده.,0,data/main/Fujifilm FinePix F660EXR.xml
1,gr-17-2,من  همينو ميخرم ..,من همینو میخرم ..,0,data/main/Asus Google Nexus 7 3G - 32GB.xml
10395,-,من  همينو ميخرم ..,من همینو میخرم ..,1,data/extra/Asus Google Nexus 7 3G - 32GB.xml
0,gr-15-1,من که خوشم اومد به جز نداشتن فلاش,من که خوشم اومد به جز نداشتن فلاش,0,data/main/Nokia 500.xml
8629,-,من که خوشم اومد به جز نداشتن فلاش,من که خوشم اومد به جز نداشتن فلاش,1,data/extra/Nokia 500.xml
1,gr-8-2,منم ميخرمش!,منم میخرمش!,0,data/main/Huawei MediaPad 10 FHD - 16GB.xml
11832,-,منم ميخرمش!,منم میخرمش!,1,data/extra/Huawei MediaPad 10 FHD - 16GB.xml
2,gr-1-3,منوي فارسي ،  GPS و EYEFI  هم داره.,منوی فارسی ، GPS و EYEFI هم داره.,0,data/main/Sony Cyber-Shot DSC-HX10V.xml
11378,-,منوي فارسي ،  GPS و EYEFI  هم داره.,منوی فارسی ، GPS و EYEFI هم داره.,1,data/extra/Sony Cyber-Shot DSC-HX10V.xml
11831,-,نسبت به قيمت و کارايي بسيار عاليه من پسر عموم خريده خيلي راضيه ازش.,نسبت به قیمت و کارایی بسیار عالیه من پسر عموم خریده خیلی راضیه ازش.,1,data/extra/Huawei MediaPad 10 FHD - 16GB.xml
0,gr-8-1,نسبت به قيمت و کارايي بسيار عاليه من پسر عموم خريده خيلي راضيه ازش.,نسبت به قیمت و کارایی بسیار عالیه من پسر عموم خریده خیلی راضیه ازش.,2,data/main/Huawei MediaPad 10 FHD - 16GB.xml
8607,-,نسبت به قيمتش گوشي خيلي خوبيه ،  سرعت خيلي خوب  تاچ عالي داره  جي پي اسش هم خيلي خوب و کارآمده تنها ضعفش دوربينشه که لنزش ثابته و عکس هاش کيفيت خوبي نداره باطريش هم خوبه سبک و خوش دسته در کل ارزش خريدش رو از 10 من 8 ميدم(2نمره رو هم به خاطر دوربينش ازش کم ميکنم),نسبت به قیمتش گوشی خیلی خوبیه ، سرعت خیلی خوب تاچ عالی داره جی پی اسش هم خیلی خوب و کارآمده تنها ضعفش دوربینشه که لنزش ثابته و عکس هاش کیفیت خوبی نداره باطریش هم خوبه سبک و خوش دسته در کل ارزش خریدش رو از 10 من 8 میدم(2نمره رو هم به خاطر دوربینش ازش کم میکنم),1,data/extra/Nokia 500.xml
0,gr-3-1,"نسبت به قيمتش گوشي خيلي خوبيه ، 
سرعت خيلي خوب 
تاچ عالي داره
جي پي اسش هم خيلي خوب و کارآمده
تنها ضعفش دوربينشه که لنزش ثابته و عکس هاش کيفيت خوبي نداره
باطريش هم خوبه
سبک و خوش‌دسته
در کل ارزش خريدش رو از 10 من 8 ميدم(2نمره رو هم به خاطر دوربينش ازش کم ميکنم)",نسبت به قیمتش گوشی خیلی خوبیه ، سرعت خیلی خوب تاچ عالی داره جی پی اسش هم خیلی خوب و کارآمده تنها ضعفش دوربینشه که لنزش ثابته و عکس هاش کیفیت خوبی نداره باطریش هم خوبه سبک و خوش دسته در کل ارزش خریدش رو از 10 من 8 میدم(2نمره رو هم به خاطر دوربینش ازش کم میکنم),2,data/main/Nokia 500.xml
1997,-,نسل جدید iPod Touch تنها 88 گرم وزن دارد که این میزان،  13 گرم سبک‌تر از مدل سال گذشته است.,نسل جدید iPod Touch تنها 88 گرم وزن دارد که این میزان، 13 گرم سبک تر از مدل سال گذشته است.,1,data/extra/Apple Ipod Touch 5th Generation - 64GB_Hosseini.xml
4,rev-5,نسل جدید iPod Touch تنها 88 گرم وزن دارد که این میزان،  13 گرم سبک‌تر از مدل سال گذشته است.,نسل جدید iPod Touch تنها 88 گرم وزن دارد که این میزان، 13 گرم سبک تر از مدل سال گذشته است.,1,data/main/Apple Ipod Touch 5th Generation - 64GB.xml
9068,-,نسل جدید iPod Touch تنها 88 گرم وزن دارد که این میزان، 13 گرم سبک‌تر از مدل سال گذشته است.,نسل جدید iPod Touch تنها 88 گرم وزن دارد که این میزان، 13 گرم سبک تر از مدل سال گذشته است.,2,data/extra/Apple Ipod Touch 5th Generation - 64GB.xml
0,gr-10-1,نوت بوک من پيش اين کم مياره!,نوت بوک من پیش این کم میاره!,0,data/main/Samsung Galaxy S III I9305 - 16GB.xml
8227,-,نوت بوک من پيش اين کم مياره!,نوت بوک من پیش این کم میاره!,1,data/extra/Samsung Galaxy S III I9305 - 16GB.xml
2,gr-21-3,نوت ۲ اندازه بزرگي داشت حالا ديگه با خيال راحت منتظر ميمونم تا بياد.,نوت ۲ اندازه بزرگی داشت حالا دیگه با خیال راحت منتظر میمونم تا بیاد.,0,data/main/Samsung Galaxy S III I9305 - 16GB.xml
8245,-,نوت ۲ اندازه بزرگي داشت حالا ديگه با خيال راحت منتظر ميمونم تا بياد.,نوت ۲ اندازه بزرگی داشت حالا دیگه با خیال راحت منتظر میمونم تا بیاد.,1,data/extra/Samsung Galaxy S III I9305 - 16GB.xml
1,gr-2-2,هر بازي ديگه که رو one x داشتم تو اينم اجرا شد ,هر بازی دیگه که رو one x داشتم تو اینم اجرا شد,0,data/main/Fujitsu Stylistic M532.xml
6125,-,هر بازي ديگه که رو one x داشتم تو اينم اجرا شد,هر بازی دیگه که رو one x داشتم تو اینم اجرا شد,1,data/extra/Fujitsu Stylistic M532.xml
0,gr-5-1,هر موقع بياد تو ديجي کالا ميخرمش,هر موقع بیاد تو دیجی کالا میخرمش,1,data/main/Apple Ipod Touch 5th Generation - 64GB.xml
9050,-,هر موقع بياد تو ديجي کالا ميخرمش,هر موقع بیاد تو دیجی کالا میخرمش,2,data/extra/Apple Ipod Touch 5th Generation - 64GB.xml
1,gr-8-2,هر چند اين گوشيش بد نيست.,هر چند این گوشیش بد نیست.,0,data/main/Nokia Lumia 620.xml
2166,-,هر چند اين گوشيش بد نيست.,هر چند این گوشیش بد نیست.,1,data/extra/Nokia Lumia 620.xml
2173,-,هم از لحاظ طراحي وهم از لحاظ سخت افزاري و نرم افزاري عاليه,هم از لحاظ طراحی وهم از لحاظ سخت افزاری و نرم افزاری عالیه,1,data/extra/Nokia Lumia 620.xml
0,gr-13-1,هم از لحاظ طراحي وهم از لحاظ سخت افزاري و نرم افزاري عاليه ,هم از لحاظ طراحی وهم از لحاظ سخت افزاری و نرم افزاری عالیه,2,data/main/Nokia Lumia 620.xml
1585,-,هم عکسش عاليه هم فيلم,هم عکسش عالیه هم فیلم,1,data/extra/Fujifilm FinePix F660EXR.xml
0,gr-2-1,هم عکسش عاليه هم فيلم ,هم عکسش عالیه هم فیلم,2,data/main/Fujifilm FinePix F660EXR.xml
8640,-,همه چيزش خوبه و تنها مشکلش گرافيکش هست که 3D ساپورت نميکنه.,همه چیزش خوبه و تنها مشکلش گرافیکش هست که 3D ساپورت نمیکنه.,-1,data/extra/Nokia 500.xml
2,gr-18-3,همه چيزش خوبه و تنها مشکلش گرافيکش هست که 3D ساپورت نميکنه.,همه چیزش خوبه و تنها مشکلش گرافیکش هست که 3D ساپورت نمیکنه.,0,data/main/Nokia 500.xml
3,cr-7-4,همچنين براي دانشجوياني که مقاله و جزوه مينويسند بهترين گزينه هستش.,همچنین برای دانشجویانی که مقاله و جزوه مینویسند بهترین گزینه هستش.,1,data/main/Asus Transformer Pad Infinity TF700T 64GB + Dock.xml
9355,-,همچنين براي دانشجوياني که مقاله و جزوه مينويسند بهترين گزينه هستش.,همچنین برای دانشجویانی که مقاله و جزوه مینویسند بهترین گزینه هستش.,2,data/extra/Samsung Galaxy Note 10.1 N8000 - 16GB.xml
2,gr-4-3,هميشه منتظر همچين چيزي بودم.,همیشه منتظر همچین چیزی بودم.,0,data/main/Asus PadFone 2 - 16GB.xml
4362,-,هميشه منتظر همچين چيزي بودم.,همیشه منتظر همچین چیزی بودم.,1,data/extra/Asus PadFone 2 - 16GB.xml
0,gr-5-1,همين که ايسوس خودش خيليه.,همین که ایسوس خودش خیلیه.,0,data/main/Asus PadFone 2 - 16GB.xml
4363,-,همين که ايسوس خودش خيليه.,همین که ایسوس خودش خیلیه.,1,data/extra/Asus PadFone 2 - 16GB.xml
1223,-,و در نهایت در قسمت پشتی گوشی نیز دوربین 8 مگاپیکسلی به همراه فلاش LED و یک لوگوی اپل قرار گرفته‌اند که با توجه به آلومینیومی شدن قسمت پشتی گوشی،  بر زیبایی آن به طور محسوسی افزوده است.,و در نهایت در قسمت پشتی گوشی نیز دوربین 8 مگاپیکسلی به همراه فلاش LED و یک لوگوی اپل قرار گرفته اند که با توجه به آلومینیومی شدن قسمت پشتی گوشی، بر زیبایی آن به طور محسوسی افزوده است.,1,data/extra/Apple iPhone 5 - 16GB_Hosseini.xml
25,rev-26,و در نهایت در قسمت پشتی گوشی نیز دوربین 8 مگاپیکسلی به همراه فلاش LED و یک لوگوی اپل قرار گرفته‌اند که با توجه به آلومینیومی شدن قسمت پشتی گوشی،  بر زیبایی آن به طور محسوسی افزوده است.,و در نهایت در قسمت پشتی گوشی نیز دوربین 8 مگاپیکسلی به همراه فلاش LED و یک لوگوی اپل قرار گرفته اند که با توجه به آلومینیومی شدن قسمت پشتی گوشی، بر زیبایی آن به طور محسوسی افزوده است.,1,data/main/Apple iPhone 5 - 16GB.xml
6750,-,و در نهایت در قسمت پشتی گوشی نیز دوربین 8 مگاپیکسلی به همراه فلاش LED و یک لوگوی اپل قرار گرفته‌اند که با توجه به آلومینیومی شدن قسمت پشتی گوشی، بر زیبایی آن به طور محسوسی افزوده است.,و در نهایت در قسمت پشتی گوشی نیز دوربین 8 مگاپیکسلی به همراه فلاش LED و یک لوگوی اپل قرار گرفته اند که با توجه به آلومینیومی شدن قسمت پشتی گوشی، بر زیبایی آن به طور محسوسی افزوده است.,2,data/extra/Apple iPhone 5 - 64GB.xml
1,gr-10-2,"واقعا از کار کردن با اون لذت ميبرم از ديجي کالا هم بخاطر تعهد و امانتداري و برخورد خوب پرسنلش سپاسگزارم
راستي الان هم دارم با تبلتم کامنت ميذارم.",واقعا از کار کردن با اون لذت میبرم از دیجی کالا هم بخاطر تعهد و امانتداری و برخورد خوب پرسنلش سپاسگزارم راستی الان هم دارم با تبلتم کامنت میذارم.,1,data/main/Huawei MediaPad 10 FHD - 16GB.xml
11835,-,واقعا از کار کردن با اون لذت ميبرم از ديجي کالا هم بخاطر تعهد و امانتداري و برخورد خوب پرسنلش سپاسگزارم راستي الان هم دارم با تبلتم کامنت ميذارم.,واقعا از کار کردن با اون لذت میبرم از دیجی کالا هم بخاطر تعهد و امانتداری و برخورد خوب پرسنلش سپاسگزارم راستی الان هم دارم با تبلتم کامنت میذارم.,2,data/extra/Huawei MediaPad 10 FHD - 16GB.xml
9044,-,واقعا از گوشي بالاتر است سيستم عامل فوق العاده کيفيت بسيار عالي و ظاهر زيبا اما واقعا قيمتش مناسب  نيست با اين قيمت به راحتي مي شه يه گوشي يا حتي يه تبلت 7 اينچي اندرويدي خريد.,واقعا از گوشی بالاتر است سیستم عامل فوق العاده کیفیت بسیار عالی و ظاهر زیبا اما واقعا قیمتش مناسب نیست با این قیمت به راحتی می شه یه گوشی یا حتی یه تبلت 7 اینچی اندرویدی خرید.,-1,data/extra/Apple Ipod Touch 5th Generation - 64GB.xml
0,gr-3-1,"واقعا از گوشي بالاتر است سيستم عامل فوق العاده کيفيت بسيار عالي و ظاهر زيبا اما واقعا قيمتش مناسب 
نيست با اين قيمت به راحتي مي شه يه گوشي يا حتي يه تبلت 7 اينچي اندرويدي خريد.",واقعا از گوشی بالاتر است سیستم عامل فوق العاده کیفیت بسیار عالی و ظاهر زیبا اما واقعا قیمتش مناسب نیست با این قیمت به راحتی می شه یه گوشی یا حتی یه تبلت 7 اینچی اندرویدی خرید.,1,data/main/Apple Ipod Touch 5th Generation - 64GB.xml
10401,-,واقعا تبلت فوق العاده ايست کار کردن باهاش خيلي لذت بخشه هرچند کيفيت S AMOLED هاي سامسونگ رو نداره ولي خب روشنايي خوبي داره کيفيتش هم خيلي خوبه جنس بدنه هم با اينکه پلاستيکه ولي خيلي استحکام داره دليل ارزونيش هم همين محدوديت هاي سخت افزاري هست که داره,واقعا تبلت فوق العاده ایست کار کردن باهاش خیلی لذت بخشه هرچند کیفیت S AMOLED های سامسونگ رو نداره ولی خب روشنایی خوبی داره کیفیتش هم خیلی خوبه جنس بدنه هم با اینکه پلاستیکه ولی خیلی استحکام داره دلیل ارزونیش هم همین محدودیت های سخت افزاری هست که داره,1,data/extra/Asus Google Nexus 7 3G - 32GB.xml
0,gr-20-1,"واقعا تبلت فوق العاده ايست
کار کردن باهاش خيلي لذت بخشه
هرچند کيفيت S AMOLED هاي سامسونگ رو نداره ولي خب روشنايي خوبي داره کيفيتش هم خيلي خوبه
جنس بدنه هم با اينکه پلاستيکه ولي خيلي استحکام داره
دليل ارزونيش هم همين محدوديت هاي سخت افزاري هست که داره",واقعا تبلت فوق العاده ایست کار کردن باهاش خیلی لذت بخشه هرچند کیفیت S AMOLED های سامسونگ رو نداره ولی خب روشنایی خوبی داره کیفیتش هم خیلی خوبه جنس بدنه هم با اینکه پلاستیکه ولی خیلی استحکام داره دلیل ارزونیش هم همین محدودیت های سخت افزاری هست که داره,2,data/main/Asus Google Nexus 7 3G - 32GB.xml
0,gr-15-1,واقعا ديگه کسايي که از روي تعصب one x  رو رد ميکردن با مشکلات الکي ميتونن باز اين گوشي رو رد کنن؟,واقعا دیگه کسایی که از روی تعصب one x رو رد میکردن با مشکلات الکی میتونن باز این گوشی رو رد کنن؟,0,data/main/HTC One X Plus - 64GB.xml
3717,-,واقعا ديگه کسايي که از روي تعصب one x  رو رد ميکردن با مشکلات الکي ميتونن باز اين گوشي رو رد کنن؟,واقعا دیگه کسایی که از روی تعصب one x رو رد میکردن با مشکلات الکی میتونن باز این گوشی رو رد کنن؟,1,data/extra/HTC One X Plus - 64GB.xml
10391,-,واقعا عالي و بي رقيب در اين قيمت,واقعا عالی و بی رقیب در این قیمت,1,data/extra/Asus Google Nexus 7 3G - 32GB.xml
0,gr-14-1,واقعا عالي و بي رقيب در اين قيمت,واقعا عالی و بی رقیب در این قیمت,2,data/main/Asus Google Nexus 7 3G - 32GB.xml
2,gr-14-3,واقعا ممنون ديجي کالا لطفا هميشه اخبار اين گوشي رو دنبال کنين,واقعا ممنون دیجی کالا لطفا همیشه اخبار این گوشی رو دنبال کنین,1,data/main/HTC One X Plus - 64GB.xml
3716,-,واقعا ممنون ديجي کالا لطفا هميشه اخبار اين گوشي رو دنبال کنين,واقعا ممنون دیجی کالا لطفا همیشه اخبار این گوشی رو دنبال کنین,2,data/extra/HTC One X Plus - 64GB.xml
0,gr-10-1,واقعا که گوشيه بي نقصيه.,واقعا که گوشیه بی نقصیه.,1,data/main/HTC One X Plus - 64GB.xml
3704,-,واقعا که گوشيه بي نقصيه.,واقعا که گوشیه بی نقصیه.,2,data/extra/HTC One X Plus - 64GB.xml
1,gr-6-2,وقتي با اون کار ميکنيد لبريز از لذت ميشيد.,وقتی با اون کار میکنید لبریز از لذت میشید.,1,data/main/Apple Ipod Touch 5th Generation - 64GB.xml
9052,-,وقتي با اون کار ميکنيد لبريز از لذت ميشيد.,وقتی با اون کار میکنید لبریز از لذت میشید.,2,data/extra/Apple Ipod Touch 5th Generation - 64GB.xml
10382,-,وقتي هم بردم گارانتي آواژنگ گفتن که اين مشکل وجود داره و بايد صبر کنيد ببينيم نسخه بعدي Android اين مشکل رو حل مي کنه يا نه,وقتی هم بردم گارانتی آواژنگ گفتن که این مشکل وجود داره و باید صبر کنید ببینیم نسخه بعدی Android این مشکل رو حل می کنه یا نه,-2,data/extra/Asus Google Nexus 7 3G - 32GB.xml
2,gr-6-3,وقتي هم بردم گارانتي آواژنگ گفتن که اين مشکل وجود داره و بايد صبر کنيد ببينيم نسخه بعدي Android اين مشکل رو حل مي کنه يا نه ,وقتی هم بردم گارانتی آواژنگ گفتن که این مشکل وجود داره و باید صبر کنید ببینیم نسخه بعدی Android این مشکل رو حل می کنه یا نه,0,data/main/Asus Google Nexus 7 3G - 32GB.xml
11408,-,ولي درکل اين دوربين از همه جهت عالي هستش,ولی درکل این دوربین از همه جهت عالی هستش,1,data/extra/Sony Cyber-Shot DSC-HX10V.xml
2,gr-10-3,ولي درکل اين دوربين از همه جهت عالي هستش,ولی درکل این دوربین از همه جهت عالی هستش,2,data/main/Sony Cyber-Shot DSC-HX10V.xml
3,gr-7-4,وگرنه اگه f550 رو بگيرين و مدلهاي ديگش مقايسه کنين،  به تغييرات خيلي زيادي نميرسين.,وگرنه اگه f550 رو بگیرین و مدلهای دیگش مقایسه کنین، به تغییرات خیلی زیادی نمیرسین.,-1,data/main/Fujifilm FinePix F660EXR.xml
1601,-,وگرنه اگه f550 رو بگيرين و مدلهاي ديگش مقايسه کنين،  به تغييرات خيلي زيادي نميرسين.,وگرنه اگه f550 رو بگیرین و مدلهای دیگش مقایسه کنین، به تغییرات خیلی زیادی نمیرسین.,0,data/extra/Fujifilm FinePix F660EXR.xml
1,gr-5-2,وگرنه که امکاناتش هم عاليه,وگرنه که امکاناتش هم عالیه,0,data/main/Asus PadFone 2 - 16GB.xml
4364,-,وگرنه که امکاناتش هم عاليه,وگرنه که امکاناتش هم عالیه,1,data/extra/Asus PadFone 2 - 16GB.xml
1252,-,پردازنده ای که طبق گفته این کمپانی،  دو برابر از پردازنده آیفون 4S سریع‌تر است.,پردازنده ای که طبق گفته این کمپانی، دو برابر از پردازنده آیفون 4S سریع تر است.,1,data/extra/Apple iPhone 5 - 16GB_Hosseini.xml
54,rev-55,پردازنده ای که طبق گفته این کمپانی،  دو برابر از پردازنده آیفون 4S سریع‌تر است.,پردازنده ای که طبق گفته این کمپانی، دو برابر از پردازنده آیفون 4S سریع تر است.,1,data/main/Apple iPhone 5 - 16GB.xml
6779,-,پردازنده ای که طبق گفته این کمپانی، دو برابر از پردازنده آیفون 4S سریع‌تر است.,پردازنده ای که طبق گفته این کمپانی، دو برابر از پردازنده آیفون 4S سریع تر است.,2,data/extra/Apple iPhone 5 - 64GB.xml
1480,-,پس اگر شما هم به دنبال یک گوشی ویندوزی هستید و نمی‌خواهید هزینه زیادی برای داشتن یکی از آن‌ها مانند لومیا 920 یا HTC Windows Phone 8X انجام دهید، حتما این گوشی را مورد بررسی خود قرار دهید.,پس اگر شما هم به دنبال یک گوشی ویندوزی هستید و نمی خواهید هزینه زیادی برای داشتن یکی از آن ها مانند لومیا 920 یا HTC Windows Phone 8X انجام دهید، حتما این گوشی را مورد بررسی خود قرار دهید.,0,data/extra/Nokia Lumia 620_Hosseini.xml
49,rev-50,پس اگر شما هم به دنبال یک گوشی ویندوزی هستید و نمی‌خواهید هزینه زیادی برای داشتن یکی از آن‌ها مانند لومیا 920 یا HTC Windows Phone 8X انجام دهید، حتما این گوشی را مورد بررسی خود قرار دهید.,پس اگر شما هم به دنبال یک گوشی ویندوزی هستید و نمی خواهید هزینه زیادی برای داشتن یکی از آن ها مانند لومیا 920 یا HTC Windows Phone 8X انجام دهید، حتما این گوشی را مورد بررسی خود قرار دهید.,0,data/main/Nokia Lumia 620.xml
2225,-,پس اگر شما هم به دنبال یک گوشی ویندوزی هستید و نمی‌خواهید هزینه زیادی برای داشتن یکی از آن‌ها مانند لومیا 920 یا HTC Windows Phone 8X انجام دهید،  حتما این گوشی را مورد بررسی خود قرار دهید.,پس اگر شما هم به دنبال یک گوشی ویندوزی هستید و نمی خواهید هزینه زیادی برای داشتن یکی از آن ها مانند لومیا 920 یا HTC Windows Phone 8X انجام دهید، حتما این گوشی را مورد بررسی خود قرار دهید.,1,data/extra/Nokia Lumia 620.xml
1247,-,پس در کل می‌توان گفت با اینکه از نظر اندازه صفحه نمایش،  این گوشی به رقبای خود نمی‌رسد،  اما از نظر کیفیت هیچ چیزی از آن‌ها کمتر ندارد و با دیدن کیفیت تصاویر در آن،  مسحور آن خواهید شد.,پس در کل می توان گفت با اینکه از نظر اندازه صفحه نمایش، این گوشی به رقبای خود نمی رسد، اما از نظر کیفیت هیچ چیزی از آن ها کمتر ندارد و با دیدن کیفیت تصاویر در آن، مسحور آن خواهید شد.,1,data/extra/Apple iPhone 5 - 16GB_Hosseini.xml
49,rev-50,پس در کل می‌توان گفت با اینکه از نظر اندازه صفحه نمایش،  این گوشی به رقبای خود نمی‌رسد،  اما از نظر کیفیت هیچ چیزی از آن‌ها کمتر ندارد و با دیدن کیفیت تصاویر در آن،  مسحور آن خواهید شد.,پس در کل می توان گفت با اینکه از نظر اندازه صفحه نمایش، این گوشی به رقبای خود نمی رسد، اما از نظر کیفیت هیچ چیزی از آن ها کمتر ندارد و با دیدن کیفیت تصاویر در آن، مسحور آن خواهید شد.,1,data/main/Apple iPhone 5 - 16GB.xml
6774,-,پس در کل می‌توان گفت با اینکه از نظر اندازه صفحه نمایش، این گوشی به رقبای خود نمی‌رسد، اما از نظر کیفیت هیچ چیزی از آن‌ها کمتر ندارد و با دیدن کیفیت تصاویر در آن، مسحور آن خواهید شد.,پس در کل می توان گفت با اینکه از نظر اندازه صفحه نمایش، این گوشی به رقبای خود نمی رسد، اما از نظر کیفیت هیچ چیزی از آن ها کمتر ندارد و با دیدن کیفیت تصاویر در آن، مسحور آن خواهید شد.,2,data/extra/Apple iPhone 5 - 64GB.xml
6132,-,پلاستيکي بودن جنس بدنه و کيفيت پايين صفحه نمايش براي من قابل چشم پوشي نيست هر قدر هم که ارزون باشه تاثيري در نظر من نداره .,پلاستیکی بودن جنس بدنه و کیفیت پایین صفحه نمایش برای من قابل چشم پوشی نیست هر قدر هم که ارزون باشه تاثیری در نظر من نداره .,-2,data/extra/Fujitsu Stylistic M532.xml
1,gr-6-2,پلاستيکي بودن جنس بدنه و کيفيت پايين صفحه نمايش براي من قابل چشم پوشي نيست هر قدر هم که ارزون باشه تاثيري در نظر من نداره .,پلاستیکی بودن جنس بدنه و کیفیت پایین صفحه نمایش برای من قابل چشم پوشی نیست هر قدر هم که ارزون باشه تاثیری در نظر من نداره .,-1,data/main/Fujitsu Stylistic M532.xml
7,gr-1-8,پول يک گوشي موبايل در حد معموليه!,پول یک گوشی موبایل در حد معمولیه!,0,data/main/Sony Cyber-Shot DSC-HX10V.xml
11383,-,پول يک گوشي موبايل در حد معموليه!,پول یک گوشی موبایل در حد معمولیه!,1,data/extra/Sony Cyber-Shot DSC-HX10V.xml
89,rev-90,پیشرفت بعدی iOS 6 در مورد برنامه Siri است که با معرفی در iPhone 4S شگفتی همگان را برانگیخت و حالا با بهبود آن،  کاربرد های بیشتری نیز پیدا نموده است.,پیشرفت بعدی iOS 6 در مورد برنامه Siri است که با معرفی در iPhone 4S شگفتی همگان را برانگیخت و حالا با بهبود آن، کاربرد های بیشتری نیز پیدا نموده است.,1,data/main/Apple iPhone 5 - 16GB.xml
3121,-,پیشرفت بعدی iOS 6 در مورد برنامه Siri است که با معرفی در iPhone 4S شگفتی همگان را برانگیخت و حالا با بهبود آن، کاربرد های بیشتری نیز پیدا نموده است.,پیشرفت بعدی iOS 6 در مورد برنامه Siri است که با معرفی در iPhone 4S شگفتی همگان را برانگیخت و حالا با بهبود آن، کاربرد های بیشتری نیز پیدا نموده است.,2,data/extra/Apple iPad mini WiFi-16GB.xml
3128,-,چرا که تنها چند روز پس از ورود این گوشی به بازار، سیل انتقادات کاربران در مورد مشکلات عدیده برنامه Maps به سوی اپل روانه شده است.,چرا که تنها چند روز پس از ورود این گوشی به بازار، سیل انتقادات کاربران در مورد مشکلات عدیده برنامه Maps به سوی اپل روانه شده است.,-2,data/extra/Apple iPad mini WiFi-16GB.xml
96,rev-97,چرا که تنها چند روز پس از ورود این گوشی به بازار،  سیل انتقادات کاربران در مورد مشکلات عدیده برنامه Maps به سوی اپل روانه شده است.,چرا که تنها چند روز پس از ورود این گوشی به بازار، سیل انتقادات کاربران در مورد مشکلات عدیده برنامه Maps به سوی اپل روانه شده است.,0,data/main/Apple iPhone 5 - 16GB.xml
8636,-,چون فوکوس دوربين ثابت هست و اکثر عکسها رو تار و بي کيفيت مي اندازه و همچنين نداشتن فلاش باعث شده که عملا شبها و در محيطهاي داخلي،  شما دوربين نداشته باشيد و اين خيلي خنده داره.,چون فوکوس دوربین ثابت هست و اکثر عکسها رو تار و بی کیفیت می اندازه و همچنین نداشتن فلاش باعث شده که عملا شبها و در محیطهای داخلی، شما دوربین نداشته باشید و این خیلی خنده داره.,-2,data/extra/Nokia 500.xml
5,gr-17-6,چون فوکوس دوربين ثابت هست و اکثر عکسها رو تار و بي‌کيفيت مي اندازه و همچنين نداشتن فلاش باعث شده که عملا شبها و در محيطهاي داخلي، شما دوربين نداشته باشيد و اين خيلي خنده داره.,چون فوکوس دوربین ثابت هست و اکثر عکسها رو تار و بی کیفیت می اندازه و همچنین نداشتن فلاش باعث شده که عملا شبها و در محیطهای داخلی، شما دوربین نداشته باشید و این خیلی خنده داره.,-1,data/main/Nokia 500.xml
1232,-,کمپانی اپل همواره وسواس زیادی در مورد کیفیت محصولات خود به خرج می‌دهد،  این بار نیز با همان وسواس و ظرافت گوشی جدید خود را طراحی و تولید نموده است که آن را از محصولات دیگر موجود در بازار متمایز می‌نماید.,کمپانی اپل همواره وسواس زیادی در مورد کیفیت محصولات خود به خرج می دهد، این بار نیز با همان وسواس و ظرافت گوشی جدید خود را طراحی و تولید نموده است که آن را از محصولات دیگر موجود در بازار متمایز می نماید.,1,data/extra/Apple iPhone 5 - 16GB_Hosseini.xml
34,rev-35,کمپانی اپل همواره وسواس زیادی در مورد کیفیت محصولات خود به خرج می‌دهد،  این بار نیز با همان وسواس و ظرافت گوشی جدید خود را طراحی و تولید نموده است که آن را از محصولات دیگر موجود در بازار متمایز می‌نماید.,کمپانی اپل همواره وسواس زیادی در مورد کیفیت محصولات خود به خرج می دهد، این بار نیز با همان وسواس و ظرافت گوشی جدید خود را طراحی و تولید نموده است که آن را از محصولات دیگر موجود در بازار متمایز می نماید.,1,data/main/Apple iPhone 5 - 16GB.xml
